"date"	"target"	"forecasts"
"2020-06-14"	18941	14649
"2020-06-15"	19827	16194
"2020-06-16"	23667	17852
"2020-06-17"	27072	19624
"2020-06-18"	28537	21513
"2020-06-19"	31544	23519
"2020-06-20"	32280	25644
"2020-06-21"	25150	27885
"2020-06-22"	32144	30243
"2020-06-23"	37072	32715
"2020-06-24"	35878	35297
"2020-06-25"	40326	37986
"2020-06-26"	45999	40777
"2020-06-27"	41330	43664
"2020-06-28"	40734	46639
"2020-06-29"	41299	49696
"2020-06-30"	46420	52825
"2020-07-01"	51820	56016
"2020-07-02"	56636	59259
"2020-07-03"	51351	62544
"2020-07-04"	45693	65857
"2020-07-05"	50747	69185
"2020-07-06"	43106	72517
"2020-07-07"	60661	75838
"2020-07-08"	60119	79133
"2020-07-09"	62509	82390
"2020-07-10"	68057	85592
"2020-07-11"	60017	88725
"2020-07-12"	58424	91776
"2020-07-13"	58930	94729
"2020-07-14"	68051	97570
"2020-07-15"	68090	100286
"2020-07-16"	75866	102864
"2020-07-17"	72236	105292
"2020-07-18"	62536	107557
"2020-07-19"	60456	109649
"2020-07-20"	62107	111557
"2020-07-21"	64461	113273
"2020-07-22"	70579	114789
"2020-07-23"	68445	116099
"2020-07-24"	73319	117195
"2020-07-25"	64953	118075
"2020-07-26"	54816	118735
"2020-07-27"	56783	119173
"2020-07-28"	66412	119388
"2020-07-29"	71873	119381
"2020-07-30"	67466	119154
"2020-07-31"	68712	118709
"2020-08-01"	56201	118051
"2020-08-02"	45568	117185
"2020-08-03"	45501	116117
"2020-08-04"	58774	114855
"2020-08-05"	54466	113406
"2020-08-06"	59349	111779
"2020-08-07"	59303	109985
"2020-08-08"	54134	108032
"2020-08-09"	45769	105933
"2020-08-10"	47606	103697
"2020-08-11"	48003	101338
"2020-08-12"	56040	98866
"2020-08-13"	51316	96294
"2020-08-14"	65336	93634
"2020-08-15"	46951	90898
"2020-08-16"	39212	88099
"2020-08-17"	36652	85247
"2020-08-18"	45033	82355
"2020-08-19"	47320	79435
"2020-08-20"	44041	76496
"2020-08-21"	48843	73551
"2020-08-22"	43064	70609
"2020-08-23"	34247	67679
"2020-08-24"	36482	64772
"2020-08-25"	40354	61895
"2020-08-26"	45172	59057
"2020-08-27"	45393	56264
"2020-08-28"	46832	53525
"2020-08-29"	42754	50845
"2020-08-30"	34404	48229
"2020-08-31"	35362	45683
"2020-09-01"	41846	43211
"2020-09-02"	41018	40816
"2020-09-03"	44251	38503
"2020-09-04"	50382	36274
"2020-09-05"	43158	34132
"2020-09-06"	31218	32077
"2020-09-07"	23613	30112
"2020-09-08"	27226	28237
"2020-09-09"	34049	26453
"2020-09-10"	36056	24761
"2020-09-11"	47769	23160
"2020-09-12"	41101	21651
"2020-09-13"	34372	20232
"2020-09-14"	34423	18904
"2020-09-15"	39492	17665
"2020-09-16"	39030	16516
"2020-09-17"	45130	15454
"2020-09-18"	49282	14480
"2020-09-19"	42202	13593
"2020-09-20"	38447	12792
"2020-09-21"	51878	12076
"2020-09-22"	39866	11445
"2020-09-23"	39069	10900
"2020-09-24"	47103	10438
"2020-09-25"	48295	10062
"2020-09-26"	44673	9771
"2020-09-27"	37528	9565
"2020-09-28"	33294	9446
"2020-09-29"	43338	9415
"2020-09-30"	39443	9474
"2020-10-01"	45650	9623
"2020-10-02"	54950	9865
"2020-10-03"	48577	10202
"2020-10-04"	35738	10638
"2020-10-05"	39376	11174
"2020-10-06"	45289	11814
"2020-10-07"	51056	12562
"2020-10-08"	58599	13420
"2020-10-09"	56384	14394
"2020-10-10"	54953	15488
"2020-10-11"	45981	16705
"2020-10-12"	41774	18049
"2020-10-13"	52231	19527
"2020-10-14"	59778	21142
"2020-10-15"	64880	22898
"2020-10-16"	69147	24801
"2020-10-17"	56759	26855
"2020-10-18"	49367	29065
"2020-10-19"	67717	31435
"2020-10-20"	61956	33968
"2020-10-21"	63301	36669
"2020-10-22"	76310	39542
"2020-10-23"	81933	42589
"2020-10-24"	82767	45812
"2020-10-25"	62204	49215
"2020-10-26"	67310	52799
"2020-10-27"	76838	56564
"2020-10-28"	79426	60512
"2020-10-29"	91019	64640
"2020-10-30"	99264	68950
"2020-10-31"	89754	73438
"2020-11-01"	104900	78101
"2020-11-02"	85211	82936
"2020-11-03"	127198	87939
"2020-11-04"	104541	93104
"2020-11-05"	129367	98424
"2020-11-06"	128033	103892
"2020-11-07"	127510	109500
"2020-11-08"	115170	115238
"2020-11-09"	120434	121096
"2020-11-10"	140504	127062
"2020-11-11"	146750	133126
"2020-11-12"	164750	139273
"2020-11-13"	180398	145490
"2020-11-14"	167926	151763
"2020-11-15"	136356	158075
"2020-11-16"	162624	164413
"2020-11-17"	163958	170758
"2020-11-18"	173251	177094
"2020-11-19"	191510	183404
"2020-11-20"	198333	189670
"2020-11-21"	179436	195875
"2020-11-22"	146947	201999
"2020-11-23"	174089	208026
"2020-11-24"	175544	213938
"2020-11-25"	183403	219716
"2020-11-26"	112526	225344
"2020-11-27"	207933	230805
"2020-11-28"	155661	236081
"2020-11-29"	140328	241158
"2020-11-30"	160321	246019
"2020-12-01"	188339	250651
"2020-12-02"	202894	255041
"2020-12-03"	223421	259175
"2020-12-04"	232644	263043
"2020-12-05"	215811	266633
"2020-12-06"	181253	269938
"2020-12-07"	194409	272948
"2020-12-08"	224452	275658
"2020-12-09"	222648	278061
"2020-12-10"	231428	280155
"2020-12-11"	240089	281936
"2020-12-12"	217797	283403
"2020-12-13"	187971	284556
"2020-12-14"	194314	285397
"2020-12-15"	208992	285927
"2020-12-16"	246644	286152
"2020-12-17"	239900	286077
"2020-12-18"	251832	285707
"2020-12-19"	192102	285050
"2020-12-20"	188015	284115
"2020-12-21"	198703	282912
"2020-12-22"	198107	281452
"2020-12-23"	229624	279744
"2020-12-24"	194155	277803
"2020-12-25"	97880	275639
"2020-12-26"	226416	273268
"2020-12-27"	155845	270703
"2020-12-28"	174152	267957
"2020-12-29"	200408	265046
"2020-12-30"	233701	261984
"2020-12-31"	235600	258787
"2021-01-01"	153916	255469
"2021-01-02"	300462	252044
"2021-01-03"	208853	248528
"2021-01-04"	184005	244936
"2021-01-05"	235042	241280
"2021-01-06"	255637	237575
"2021-01-07"	278337	233834
"2021-01-08"	295257	230070
"2021-01-09"	260967	226295
"2021-01-10"	213415	222521
"2021-01-11"	214664	218758
"2021-01-12"	226967	215017
"2021-01-13"	230301	211308
"2021-01-14"	235766	207639
"2021-01-15"	242780	204018
"2021-01-16"	201858	200453
"2021-01-17"	177931	196950
"2021-01-18"	143598	193515
"2021-01-19"	176216	190152
"2021-01-20"	183261	186867
"2021-01-21"	193856	183662
"2021-01-22"	190760	180541
"2021-01-23"	170759	177504
"2021-01-24"	131198	174555
"2021-01-25"	151677	171693
"2021-01-26"	147626	168919
"2021-01-27"	153961	166233
"2021-01-28"	168804	163633
"2021-01-29"	166613	161118
"2021-01-30"	142459	158687
"2021-01-31"	112152	156336
"2021-02-01"	134975	154065
"2021-02-02"	115303	151868
"2021-02-03"	121691	149745
"2021-02-04"	124006	147690
"2021-02-05"	134422	145700
"2021-02-06"	104176	143773
"2021-02-07"	89746	141902
"2021-02-08"	90438	140086
"2021-02-09"	95265	138319
"2021-02-10"	95250	136597
"2021-02-11"	105764	134917
"2021-02-12"	99670	133274
"2021-02-13"	87219	131664
"2021-02-14"	65135	130084
"2021-02-15"	54279	128530
"2021-02-16"	62498	126997
"2021-02-17"	70139	125483
"2021-02-18"	69911	123984
"2021-02-19"	79282	122497
"2021-02-20"	71696	121018
"2021-02-21"	57152	119546
"2021-02-22"	56159	118077
"2021-02-23"	72270	116608
"2021-02-24"	74749	115139
"2021-02-25"	77504	113666
"2021-02-26"	77349	112188
"2021-02-27"	64626	110704
"2021-02-28"	51422	109211
"2021-03-01"	58098	107709
"2021-03-02"	57098	106196
"2021-03-03"	67191	104673
"2021-03-04"	68060	103138
"2021-03-05"	66419	101590
"2021-03-06"	58254	100031
"2021-03-07"	41073	98458
"2021-03-08"	44917	96874
"2021-03-09"	57667	95277
"2021-03-10"	57895	93668
"2021-03-11"	62471	92048
"2021-03-12"	61513	90417
"2021-03-13"	53031	88777
"2021-03-14"	38278	87126
"2021-03-15"	56541	85468
"2021-03-16"	54008	83803
"2021-03-17"	59280	82131
"2021-03-18"	60375	80454
"2021-03-19"	61651	78773
"2021-03-20"	55519	77089
"2021-03-21"	33822	75404
"2021-03-22"	51436	73719
"2021-03-23"	53688	72035
"2021-03-24"	86938	70354
"2021-03-25"	67546	68676
"2021-03-26"	77377	67004
"2021-03-27"	62842	65339
"2021-03-28"	43223	63681
"2021-03-29"	69273	62033
"2021-03-30"	61429	60395
"2021-03-31"	66765	58770
"2021-04-01"	79119	57157
"2021-04-02"	69887	55559
"2021-04-03"	63261	53976
"2021-04-04"	35133	52410
"2021-04-05"	77404	50861
"2021-04-06"	60674	49332
"2021-04-07"	75021	47822
"2021-04-08"	79894	46333
"2021-04-09"	82710	44865
"2021-04-10"	66687	43420
"2021-04-11"	46509	41999
"2021-04-12"	70075	40601
"2021-04-13"	77966	39228
"2021-04-14"	75403	37881
"2021-04-15"	74308	36559
"2021-04-16"	80071	35263
"2021-04-17"	52532	33995
"2021-04-18"	42121	32754
"2021-04-19"	68105	31540
"2021-04-20"	60949	30354
"2021-04-21"	62855	29196
"2021-04-22"	67278	28067
"2021-04-23"	62411	26966
"2021-04-24"	53495	25893
"2021-04-25"	32153	24850
"2021-04-26"	47568	23834
"2021-04-27"	50836	22847
"2021-04-28"	55150	21889
"2021-04-29"	58251	20958
"2021-04-30"	57919	20056
"2021-05-01"	45391	19181
"2021-05-02"	29403	18335
"2021-05-03"	50491	17515
"2021-05-04"	40723	16723
"2021-05-05"	44704	15957
"2021-05-06"	47557	15217
"2021-05-07"	48130	14504
"2021-05-08"	33675	13815
"2021-05-09"	21427	13152
"2021-05-10"	36798	12513
"2021-05-11"	33662	11899
"2021-05-12"	35826	11308
"2021-05-13"	38076	10740
"2021-05-14"	42260	10195
"2021-05-15"	28857	9671
"2021-05-16"	16875	9170
"2021-05-17"	28621	8689
"2021-05-18"	27789	8228
"2021-05-19"	29301	7787
"2021-05-20"	30206	7366
"2021-05-21"	27946	6963
"2021-05-22"	19798	6579
"2021-05-23"	12868	6212
"2021-05-24"	25815	5861
"2021-05-25"	22739	5528
"2021-05-26"	23976	5210
"2021-05-27"	27448	4908
"2021-05-28"	21859	4620
"2021-05-29"	12001	4346
"2021-05-30"	6734	4087
"2021-05-31"	5775	3840
"2021-06-01"	22940	3607
"2021-06-02"	16917	3385
"2021-06-03"	19080	3175
"2021-06-04"	16850	2976
"2021-06-05"	13906	2788
"2021-06-06"	5395	2611
"2021-06-07"	15496	2443
"2021-06-08"	13013	2284
"2021-06-09"	18647	2135
"2021-06-10"	14545	1994
"2021-06-11"	24699	1861
"2021-06-12"	8228	1736
"2021-06-13"	4777	1618
"2021-06-14"	12730	1508
"2021-06-15"	11305	1404
"2021-06-16"	12425	1306
"2021-06-17"	10393	1215
"2021-06-18"	20591	1129
"2021-06-19"	8520	1049
"2021-06-20"	3892	973
"2021-06-21"	12334	903
"2021-06-22"	10940	837
"2021-06-23"	12436	775
"2021-06-24"	12830	718
"2021-06-25"	23715	664
"2021-06-26"	7303	614
"2021-06-27"	3920	567
"2021-06-28"	15083	524
"2021-06-29"	11350	484
"2021-06-30"	13118	446
"2021-07-01"	14463	411
"2021-07-02"	29892	379
"2021-07-03"	4739	349
"2021-07-04"	3697	321
"2021-07-05"	5528	295
"2021-07-06"	24224	271
"2021-07-07"	22931	249
"2021-07-08"	20061	228
"2021-07-09"	48241	209
"2021-07-10"	9038	192
"2021-07-11"	6164	175
"2021-07-12"	35013	161
"2021-07-13"	26424	147
"2021-07-14"	31845	134
"2021-07-15"	28412	123
"2021-07-16"	79310	112
"2021-07-17"	12960	102
"2021-07-18"	12048	93
"2021-07-19"	52111	85
"2021-07-20"	42703	77
"2021-07-21"	52032	70
"2021-07-22"	56842	64
"2021-07-23"	119158	58
"2021-07-24"	27802	53
"2021-07-25"	13213	48
"2021-07-26"	89358	43
"2021-07-27"	70740	39
"2021-07-28"	68771	35
"2021-07-29"	78170	32
"2021-07-30"	194608	29
"2021-07-31"	32808	26
"2021-08-01"	25141	24
"2021-08-02"	127976	21
"2021-08-03"	106557	19
"2021-08-04"	NA	17
"2021-08-05"	NA	16
"2021-08-06"	NA	14
"2021-08-07"	NA	13
"2021-08-08"	NA	11
"2021-08-09"	NA	10
"2021-08-10"	NA	9
"2021-08-11"	NA	8
"2021-08-12"	NA	7
"2021-08-13"	NA	7
"2021-08-14"	NA	6
"2021-08-15"	NA	5
"2021-08-16"	NA	5
"2021-08-17"	NA	4
"2021-08-18"	NA	4
"2021-08-19"	NA	3
"2021-08-20"	NA	3
"2021-08-21"	NA	3
"2021-08-22"	NA	2
"2021-08-23"	NA	2
"2021-08-24"	NA	2
"2021-08-25"	NA	2
"2021-08-26"	NA	1
"2021-08-27"	NA	1
"2021-08-28"	NA	1
"2021-08-29"	NA	1
"2021-08-30"	NA	1
"2021-08-31"	NA	1
"2021-09-01"	NA	1
"2021-09-02"	NA	1
"2021-09-03"	NA	1
"2021-09-04"	NA	0
