"date";"target"
"2020-11-25";"8593"
"2020-11-26";"9043"
"2020-11-27";"7846"
"2020-11-28";"6098"
"2020-11-29";"5432"
"2020-11-30";"5726"
"2020-12-01";"8037"
"2020-12-02";"7533"
"2020-12-03";"7629"
"2020-12-04";"6899"
"2020-12-05";"5201"
"2020-12-06";"3278"
"2020-12-07";"3199"
"2020-12-08";"3610"
"2020-12-09";"5303"
"2020-12-10";"6994"
"2020-12-11";"7112"
"2020-12-12";"5274"
"2020-12-13";"3558"
"2020-12-14";"5062"
"2020-12-15";"6981"
"2020-12-16";"6843"
"2020-12-17";"7326"
"2020-12-18";"7002"
"2020-12-19";"5795"
"2020-12-20";"4116"
"2020-12-21";"5853"
"2020-12-22";"8141"
"2020-12-23";"8586"
"2020-12-24";"0"
"2020-12-25";"10689"
"2020-12-26";"3713"
"2020-12-27";"5030"
"2020-12-28";"7216"
"2020-12-29";"11650"
"2020-12-30";"11765"
"2020-12-31";"11586"
"2021-01-01";"4080"
"2021-01-02";"5240"
"2021-01-03";"5884"
"2021-01-04";"8222"
"2021-01-05";"13790"
"2021-01-06";"13441"
"2021-01-07";"13835"
"2021-01-08";"13346"
"2021-01-09";"11057"
"2021-01-10";"7808"
"2021-01-11";"8704"
"2021-01-12";"13783"
"2021-01-13";"12725"
"2021-01-14";"13286"
"2021-01-15";"12332"
"2021-01-16";"8932"
"2021-01-17";"7264"
"2021-01-18";"8185"
"2021-01-19";"12141"
"2021-01-20";"12112"
"2021-01-21";"11396"
"2021-01-22";"10753"
"2021-01-23";"8362"
"2021-01-24";"5031"
"2021-01-25";"7578"
"2021-01-26";"10409"
"2021-01-27";"10843"
"2021-01-28";"9471"
"2021-01-29";"9838"
"2021-01-30";"6902"
"2021-01-31";"4975"
"2021-02-01";"6614"
"2021-02-02";"9695"
"2021-02-03";"9196"
"2021-02-04";"8891"
"2021-02-05";"8374"
"2021-02-06";"6680"
"2021-02-07";"3658"
"2021-02-08";"5154"
"2021-02-09";"7794"
"2021-02-10";"7739"
"2021-02-11";"7311"
"2021-02-12";"7151"
"2021-02-13";"6057"
"2021-02-14";"4245"
"2021-02-15";"3259"
"2021-02-16";"4003"
"2021-02-17";"6064"
"2021-02-18";"7671"
"2021-02-19";"7886"
"2021-02-20";"5944"
"2021-02-21";"3709"
"2021-02-22";"5417"
"2021-02-23";"7477"
"2021-02-24";"8183"
"2021-02-25";"8234"
"2021-02-26";"5083"
"2021-02-27";"5469"
"2021-02-28";"3168"
"2021-03-01";"4658"
"2021-03-02";"6653"
"2021-03-03";"7855"
"2021-03-04";"7432"
"2021-03-05";"7891"
"2021-03-06";"4860"
"2021-03-07";"2922"
"2021-03-08";"5058"
"2021-03-09";"7307"
"2021-03-10";"7693"
"2021-03-11";"8204"
"2021-03-12";"7849"
"2021-03-13";"6278"
"2021-03-14";"3697"
"2021-03-15";"6164"
"2021-03-16";"8235"
"2021-03-17";"8304"
"2021-03-18";"8328"
"2021-03-19";"8160"
"2021-03-20";"6826"
"2021-03-21";"4032"
"2021-03-22";"6401"
"2021-03-23";"9405"
"2021-03-24";"8300"
"2021-03-25";"8238"
"2021-03-26";"12936"
"2021-03-27";"10338"
"2021-03-28";"7208"
"2021-03-29";"14014"
"2021-03-30";"10154"
"2021-03-31";"16056"
"2021-04-01";"14430"
"2021-04-02";"9902"
"2021-04-03";"10384"
"2021-04-04";"9955"
"2021-04-05";"13667"
"2021-04-06";"20870"
"2021-04-07";"22039"
"2021-04-08";"23683"
"2021-04-09";"24130"
"2021-04-10";"19419"
"2021-04-11";"15262"
"2021-04-12";"19437"
"2021-04-13";"27001"
"2021-04-14";"25157"
"2021-04-15";"24999"
"2021-04-16";"29472"
"2021-04-17";"19119"
"2021-04-18";"16267"
"2021-04-19";"20461"
"2021-04-20";"29145"
"2021-04-21";"25932"
"2021-04-22";"27216"
"2021-04-23";"27884"
"2021-04-24";"21220"
"2021-04-25";"15012"
"2021-04-26";"18793"
"2021-04-27";"25495"
"2021-04-28";"23718"
"2021-04-29";"26053"
"2021-04-30";"22420"
"2021-05-01";"16502"
"2021-05-02";"11394"
"2021-05-03";"15920"
"2021-05-04";"26238"
"2021-05-05";"24079"
"2021-05-06";"24086"
"2021-05-07";"22552"
"2021-05-08";"18024"
"2021-05-09";"11582"
"2021-05-10";"17381"
"2021-05-11";"25976"
"2021-05-12";"24475"
"2021-05-13";"26531"
"2021-05-14";"27363"
"2021-05-15";"21469"
"2021-05-16";"16350"
"2021-05-17";"28680"
"2021-05-18";"35543"
"2021-05-19";"39652"
"2021-05-20";"35884"
"2021-05-21";"35468"
"2021-05-22";"32171"
"2021-05-23";"24801"
"2021-05-24";"22651"
"2021-05-25";"24601"
"2021-05-26";"35399"
"2021-05-27";"41080"
"2021-05-28";"39207"
"2021-05-29";"29841"
"2021-05-30";"21346"
"2021-05-31";"28175"
"2021-06-01";"35355"
"2021-06-02";"35017"
"2021-06-03";"32291"
"2021-06-04";"30950"
"2021-06-05";"23627"
"2021-06-06";"16415"
"2021-06-07";"22195"
"2021-06-08";"31137"
"2021-06-09";"29757"
"2021-06-10";"27628"
"2021-06-11";"26934"
"2021-06-12";"18057"
"2021-06-13";"13043"
"2021-06-14";"21292"
"2021-06-15";"27260"
"2021-06-16";"25878"
"2021-06-17";"23780"
"2021-06-18";"20363"
"2021-06-19";"15631"
"2021-06-20";"10395"
"2021-06-21";"8606"
"2021-06-22";"21387"
"2021-06-23";"27319"
"2021-06-24";"24463"
"2021-06-25";"24023"
"2021-06-26";"18555"
"2021-06-27";"12105"
"2021-06-28";"18389"
"2021-06-29";"24065"
"2021-06-30";"22673"
"2021-07-01";"21177"
"2021-07-02";"20888"
"2021-07-03";"14034"
"2021-07-04";"9000"
"2021-07-05";"17277"
"2021-07-06";"21590"
"2021-07-07";"19423"
"2021-07-08";"19256"
"2021-07-09";"14518"
"2021-07-10";"11561"
"2021-07-11";"8850"
"2021-07-12";"14989"
"2021-07-13";"20023"
"2021-07-14";"19697"
"2021-07-15";"17295"
"2021-07-16";"17261"
"2021-07-17";"12230"
"2021-07-18";"6935"
"2021-07-19";"12764"
"2021-07-20";"15077"
"2021-07-21";"14632"
"2021-07-22";"13500"
"2021-07-23";"15622"
"2021-07-24";"11136"
"2021-07-25";"7506"
"2021-07-26";"12555"
"2021-07-27";"16757"
"2021-07-28";"15883"
"2021-07-29";"14115"
"2021-07-30";"13483"
"2021-07-31";"10356"
"2021-08-01";"6083"
"2021-08-02";"11183"
"2021-08-03";"14850"
